	text	prediction
1087	 Realmente uma maravilha de país. Doidos são os cubanos que se atiram no mar em balsas precárias p/ fugir do paraíso! 	1
1088	vendacasada voces nao vendem refrigerante a não ser no combo. Voces não sabiam?! 	1
1089	Então agora a corrupção vai acabar.  	1
1090	Brasil em liquidação  brasil em  aquisições ibovespa o povo economia neila fontenele via 	0
1091	RASCUNHOS do meu pensar is out!  Stories via  economia digital	0
1092	Após 6 meses sem solução população nomeia de Henrique Fontana (famoso no IPTU) buraco na Sepé Tiaraju  	1
1093	Que pena que eu me esqueci de trazer as folhas de biologia! Agora não posso estudar  	1
1094	O slogan do Governo Federal deveria ser:  Dilma 2: saudando a mandioca. 	1
1095	Porque as playlists funk do  só tocam música velha que não é funk? 	1
1096	Tá aí, Neymar melhor que Marta, aprende como faz seleção feminina. 	1
1097	Viva o Comunismo!  	1
1098	 amiga	1
1099	Crescimento lento poderá deixar 6,5% da população global na pobreza extrema  economiaalemdeeconomia	0
1100	AVidaMereceMais hashtags pois é isso que muda o mundo pessoas no Twitter pedindo paz  fodase	1
1101	 Ela ainda tem 7% de aprovação nê, vai que dá! 	1
1102	Ubi est Alcacer? Necesse sunt metae quas is convertit… 	1
1103	Vamos fazer uma embate de beleza? Quais das lojas é a sua preferida?ganhedevolta cashback economia desconto... 	0
1104	Governo fecha acordo para enviar nova MP do Refis ao Congresso  Economia	0
1105	 cara, eu fiz uma brincadeira irônica. Não achei que alguém fosse levar a sério.Da próxima vez eu acrescento a tag 	1
1106	Compartilhando a  	1
1107	isso só pode ser 	1
1108	Ainda bem que o whatsapp parou,não aguentava mais responder tantas mensagens 	1
1109	Bom dia. Foda-se  	1
1110	 ironía dramática	1
1111	Lindo, o teste correu super bem 	1
1112	Chapecoense parece o Corinthians jogando fora de casa. 	1
1113	Tudo na maior tranquilidade. Ótimo!  	1
1114	Que domingo para Palmeiras, Game of Thrones e Cleveland... perguntar não ofende, mas e se NBA fosse em pontos corridos?  knownothing	1
1115	A. Pereira marcou o empate, e ele deu condição pro segundo gol dos caras...  MundialSub20 fiquei acordado pra isso?	1
1116	"Ho fem per educació""...  O_o  """	1
1117	Um dia que promete ser fantástico, sem dúvida.	1
1118	Ai, esses moços aí da f1 tudo ruim de roda. Na primeira corrida já bate. Af   alerta 	1
1119	Na Venezuela alguém viu notícia de recontagem de votos ou fraude? 	1
1120	Economia & Negócios já saiu!  economia notícias	0
1121	'Cobrar empresas que devem à Previdência não é tão simples', diz secretário  Politica Brasil Economia 	0
1122	ISSO é notícia relevante, não ela namorar uma moça. ..  dupla	1
1123	"Adoro"" os bom dias de todos nos vários grupos do Whatsapp....  Onde esse pessoal arruma tanta imagem G-zuis??"""	1
1124	  Sarney, Renan, Collor e Maluf são esquerdistas históricos, que lutaram contra o regime militar.  	1
1125	Essas musicas da Xuxa tocando na frente do escritório estão me dando animo para trabalhar 	1
1126	Se mulheres ganhassem o mesmo que homens, economia teria R$ 461 bi a mais:  direitos mulheres economia igualdade	0
1127	Que volvemos a suiden uuoooou oo ou oooo  Eurovision2015	1
1128	Retweeted GEH ():Não acredito que aturei Val,Bruninho,Feijão, por que queriam jogar pra torcida, lamentável 	1
1129	amiga olha pra tras , voce deixou cair seu papel de trouxa  ironica like RetweeetPlease curti sigam tumblr  kkkk 	1
1130	Seria cômico se não fosse trágico... Esse print mostra a ferocidade de um professor medo  	1
1131	será que estão disputando esse prêmio? Por isso estão apitando tão bem! 	1
1132	Quero ver o sindicato dos bancários em vez de greve mendigar empregos! 	1
1133	Tadinho do MENINO Neymar! Craque da seleção...   	1
1134	nem chegou ao país e já é PSDB 	1
1135	OMC defende em Tóquio papel do livre-comércio como gerador de emprego  OMC Economia 	0
1136	Entendo a revolta dos homens. Deve ser foda mesmo ter de um monte de privilégios e ainda assim uma mulher ser melhor que você. 	1
1137	 Usaram saquinho, então nada mais justo que deixar pra que outro recolha... né?Que educação!  	1
1138	nota-se também que você não entendeu a ...	1
1139	Manifestantes jogam lama no Congresso e são presos por 'crime ambiental'  crimeambiental 	1
1140	"Trump anuncia construção de muro entre EUA e méxico"" Gente, já tem essa porra de muro e foi na gestão Clinton Ele só vai ampliar """	1
1141	que ganaaaas de estudiiaar  	1
1142	KpopNoVPM VirgulaPontoMixtodos os títulos sao tipo super criativos Parabéns 	1
1143	O importante é debater né  	1
1144	Mercado financeiro reduz projeção deinflação para 3,92%, este ano  economia	0
1145	Mais um corpo se vai e eu aqui apodrecendo aos poucos... 	1
1146	FOCUS 22/05/2017Selic em 11,25% projetada para o fim deste ano em 8,50%.Investidornews Economia FOCUS SELIC	0
1147	Eu gostaria de agradecer ao grupo da minha sala que inventou de fazer monografia e ferrou com os outros grupos...Mto OBG!  SQN	1
1148	Taí uma verdade sobre a minha vida,   ️   frasesemfotos cult 	1
1149	Sobre ufeiros e Projeto Redsun: depois de forjar o pouso na Lua, Kubrik pediu férias e tivemos q ir de verdade p/ marte 	1
1150	Assistir filme recém lançado online com cabeças na frente não tem preço! Rsrsrs  	1
1151	  ah cara, deixa eles descansarem, lutaram até o fim! 	1
1152	É o seguinte : Já que o estádio foi doado, não continuem pagando. Pegue o dinheiro da renda dele e invista no clube. 	1
1153	Queria apoiar Bolsonaro2018mas eu tenho uma professora de sociologia de esquerda e acredito no que as midias  dizem, desculpa 	1
1154	Viva o carnaval dos pijamas e filmes no snapchat Carnaval meme memes  sorria… 	1
1155	 por que não Dilma e Lula? O povo iria adorar. 	1
1156	 opaaaa amiga é pra isso , pra te incentivar mesmo que for na  kkkkkkkk	1
1157	Marcado promissor de azeite leva o plantio de oliveiras no Sul de Minas economia agronegócio	0
1158	teve imensa piada rita, eu acordei bue feliz a rir-me e tudo xD saidecima	1
1159	 (antes que alguém me pergunte se é vdd)	1
1160	“: Foi pênalti sim. Do mesmo jeito que são paulino é tri Mundial. ”	1
1161	E agora que vamos fazer? Kkkkkkkkkkk  	1
1162	Em 2013 por causa de 0,20 o povo foi pra ruas de BH, em 2015 o reajuste é de 0,40 e todo mundo vai ficar quietinho   	1
1163	 Da vida! 	1
1164	  nem achei. 	1
1165	Deixem os pobres coitados tomar conta da cidade. Pra que dar chance de tratamento para eles? Querem acabar com nosso cartão postal.  	1
1166	To no ritmo de carnaval hahaha   Nova Era, Minas Gerais, Brazil 	1
1167	Nossa deve ser horrivel mudar de casa e tipo encontrar um amiguinho no ap 	1
1168	Ribamar tem uma dificuldade crônica de dominar a bola e finalizar. Seria um problema se ele fosse atacante. 	1
1169	Tá bem o juiz hein??? Deve ter sido orientado pelo Noveletto... 	1
1170	 que vaina chico 	1
1171	Hai capito che brasileiro che c'avemo??!! mecojoni Eder  ITASVE ItaliaSvezia ita	1
1172	Bendita memoria RAM de mi ordenador. 	1
1173	aula de alemão uhuh esta aula é mmo fixe q vontade   	1
1174	Que coisa legal vir a outro país e pagar pra fazer sexo...	1
1175	Pq contratar uma equipe especializada para fazer o seu site ou sistema se, afinal, seu sobrinho manja muito de internet!  TI fail	1
1176	Olha que cachorros lindos..  	1
1177	 fui informada que nada pode ser feito.... é essa a resposta...sendo que me ligaram hj me parabenizando por ser cliente...	1
1178	Feliz dia... happy vdc BoaTarde cochilando sunday domingo domingodesol  like live… 	1
1179	Economia e Capitalismo: Enquanto vivemos no Brasil da corrupção infinita, ...  sextou Brasil USA labor economia	0
1180	Não é o aumento de verba que fortalecerá os partidos,  ?  2015parcelado	1
1181	RT @RealPBrito: Tomara que o fim do mundo nao seja aos 44 do segundo tempo, por favor...hahaha	1
1182	Jogou bola aérea na defesa do Corinthians é um terror desde o começo do ano, mas Tite não tem culpa de nada. 	1
1183	 prazer	1
1184	 realmente essa imposição da sociedade de ajudar a mãe quando ela tá com câncer é uma cagação de regras 	1
1185	Bolsa de Xangai abriu com queda de 0,23% finanças economia dinheiro	0
1186	Adoro o facto de puder me levantar as seis e meia da manha todos os dias  !!	1
1187	Enfim que enfim o STF faz algo em prol do povo!!! TaxaDeIncendio Imposto Economia 	0
1188	Acordar cedo, eeeeeita coisa boa -_- BomDia 	1
1189	  notassa! ironía.	1
1190	A delicadeza  da   chega é bem excitante, é de se acabar de RI kkkkk	1
1191	bora criminalizar coreografia nos protestos, isso sim DescriminalizaSTF 	1
1192	hhahha, é só 	1
1193	Mesmo sem TAC, Telefônica Vivo manterá investimentos -  / economia negócios dinheiro telecom telefonica	0
1194	Parece que pararam de falar na Lei Rouanet e na CPI da Lei Rouanet...Por que será? 	1
1195	a foto é ótima... deu para ver perfeitamente RT : Marcela, mulher de Temer	1
1196	Economia Meirelles comemora IPCA baixo e destaca retomada do poder de compra 	0
1197	Mentir, às vezes é necessário... 	1
1198	Petrobras faz acordo para retirar a Carioca Engenharia de lista suja  economia	0
1199	Hoje tem St. Louis Rams vs. Tennessee Titans, puta jogo, hein! Irônia NFL	1
1200	Que bom que vc perguntou Nati   	1
1201	 SE ATRAPALHA NADA ISSO PROVA QUE A GLOBO TÁ POR TRAS DO GOLPE 	1
1202	Economia: Receita abre consulta ao 1º lote de restituição do IR 2017 	0
1203	Conheça as outras empresa dos irmãos Batista, da JBS  Economia	0
1204	Atletico mg cobra o corinthians por divida, mas não paga o GRÊMIO  por compra de Victor....	1
1205	Protógenes Queiroz foi preso por gravar conversa de Presidente do Brasil e divulgar na imprensa,  parcialidade	1
1206	Eu feliz porque apanhei uma molha  	1
1207	É guerra???? É sério que o perfil oficial do clube está fazendo apologia à violência???? hipocrisia  Botafogo PreLibertadores	1
1208	Qie giro parti o vidro do meu telemovel que fixee  	1
1209	 Meu país é o SulRISOS	1
1210	felypenery: InovacaoTecnolo: Brasil não pode se contentar apenas com agroindústria -  - Tecnologia Economia TimB…	0
1211	Cenário internacional favorece novos negócios da UE com o Brasil  economia	0
1212	Després d'escoltar a Reguant a l'anotador, em quedo més tranquil 	1
1213	Essa minha internet hj tá uma maravilha em 	1
1214	Desculpe por ter os filhos mais lindos do mundo sorry sorrymesmo  estousarcastica  quemnaoentendeumaironianaoestapreparado	1
1215	 Te falta el Ironía.	1
1216	twitter mola  PocoQueHacer	1
1217	Alguém já fez a piada do Jesus fazendo gol no Fábio? 	1
1218	Adoro esses programas de causos que passam a tarde inteira enrolando pra ter um desfecho já à noite no finalzinho. 	1
1219	Há conversas tão interessantes 	1
1220	¿Es momento comprar oro?  Mercados Economia	0
1221	Primeiramente, boa noite!! Rs AlinneIrônica AlinneRosa Alinnistas Alinnismo Humor  BoaNoite 	1
1222	"Hoje será dia encontrar os garotos kiwis"": peludos por fora e frutinhas por dentro. """	1
1223	Olha, tô comovido msm com a dificuldade dos homens em assumir os filhos. Ainda bem q tem a mulher ali pra assumir né, então td bem. 	1
1224	"O Drama,  o Horror...  a !!"" """	1
1225	FatoseVersoes Tudo é culpa do PT! ... Cadê os outros partidos envolvidos? Sabemos que o PT governou por 13 anos, mas fez pactos tbm	1
1226	_Não se preocupe, quando sua paciência pra Falsidade e  acabar, vão dizer que está ignorante, metido(a),... 	1
1227	Economía: Wall Street Journal ve reducido tráfico tras bloquear a usuarios de Google 	0
1228	caca? no.super mafia Collboni super guai 	1
1229	Estudo revela os 5 países onde o desemprego mais vai crescer  economia	0
1230	Aulas de história ministradas por professores esquerdalhas!!! Assim é fácil doutrinar uma geração! 	1
1231	Imagina a Hayley fazendo o clipe 'Grow Up' kkkkkkMTVStars Paramore	1
1232	sempre desconfiei que era ela a sua fave  no BBB  	1
1233	Que calor no? 	1
1234	Esqueci de usar a hashtag  e estou pagando o preço.	1
1235	A roma er venerdi ..... lo pensiamo spesso....  roma 	1
1236	"A Seleção Brasileira está com a imunidade baixa"", jargão médico. """	1
1237	Bater panelas não pode é GOLPE  mas talvez facões possa!! Há uma luz no fim do túnel. 	1
1238	Aqui filho de presidente vira dono da Friboi. ..  	1
1239	Caraca, que anúncio a INTZ fez em relação ao assunto hein, ninguém conseguiria imaginar o que eles falaram. Parabéns.  CBLoL	1
1240	Não porque não sou Influenciador Digital, nem do Flamengo, nem de coisa nenhuma...  	1
1241	Cheguei à conclusão q o Guerrero é de outro mundo. Consegue fz gol sem a bola chegar... 	1
1242	Aiii pero que piolaa!! Ironía	1
1243	Precarietà e :  la cura di Alessia per la crisi    via  italia	1
1244	EconomiaDia dos Namorados: Serasa Experian recomenda ações para impulsionar as vendas do comércio online.Confira: 	0
1245	Agora o engraçado é meu padrasto ficar reclamando disso agora. Ele é o primeiro a pegar um cabo de vassoura pra bater no cachorro. 	1
1246	Tuitstar pero totalmente antisocial 	1
1247	Vocês sabiam que as pessoas matam por não ter Deus, o Todo Poderoso, no coração? 	1
1248	União dos 3 Poderes  	1
1249	 claramente, lucas silva balon de oroHalaMadrid 	1
1250	PQP... : Jornalismo top em (y)  	1
1251	Mas de una coisa eu tenho certeza: foi destino (Leia isso com voz de adolescente iludida) 	1
1252	  ariano é uma merda mesmo kkkkk	1
1253	A ABI vai criticar essa manipulação da Veja? 	1
1254	é preciso não perturbar a atividade económica 	1
1255	". Pq a gente não pode beber, não pode sair, não pode usar roupa de quer maneira"" Pq a gente não PODE VIVER."""	1
1256	BCV convoca tercera subasta Dicom Economia Venezuela 	0
1257	Amizades verdadeiras são como dinheiro: todo mundo quer, mas poucos a tem!  GostoDisso dinheiro cofrinho economia créditos dinheiro	0
1258	além de emoticons, stickers, vamos mesmo ter que usar tags como  hellooowwww nãoquisteofender brincadeirinha qpobreza	1
1259	Economia, nel primo trimestre cresce il Pil 	0
1260	"Ou será q pra ser garimpado"" pelo  precisa de alguma coisa além da competência ???????????????  !!"""	1
1261	  apenas. Ironía	1
1262	Que divertido todo 	1
1263	Quando era aluno nunca ficava para substituição na facul... agora como prof tenho q frequentar...  ideserveit	1
1264	Olha ques efeitos perfeitos, que roteiro, que história!!!!! Sharknado melhor filme 	1
1265	VAI MONSTRO!   monstro academia frasedodia frases quote quotes humor 	1
1266	Qual é o momento certo para fazer um MBA? | Ricardo Betti negocios economia dinheiro	0
1267	Estudando... Sociologia foreva 	1
1268	Confiança no setor do Turismo no nível mais alto de sempre  Economia	0
1269	Zé de Gorete foi visto atravessando a rua apressado. JornalismoVerdade  RIPJornalismo	1
1270	Calculo: Se eu recebesse 1 real de cada pinto que me mandam pela direct  já estaria rica  … 	1
1271	munik ganhou poxa ngm sabia disso achavamo q cacau q ia ganha nossa 	1
1272	"Queridos, queridos amigos... há coisas que não precisam vir com explicação ironia""... Qual a graça de  após uma tuitada ?!?!"""	1
1273	Economia: Conta de luz pressiona inflação, diz FGV 	0
1274	  Se recontar SP, pode ser que Marina foi para 2º turno, não Aécio e Alckmin nem tenha sido eleito! 	1
1275	esqueci de botar 	1
1276	O meu dia estava a ser lindo e de repente ficou maravilhoso  	1
1277	 ou não?Porque tipo, quando tu tá no show, funciona. hahaha	1
1278	Doria vai lançar programa de recape. Vitrine é a Paulista. PQ LÁ O ASFALTO É MUITO RUIM, NÉ?  ¬¬	1
1279	"Parabéns vc fez um gol no SPFC"" Que honraria!...  """	1
1280	Ladrão também tem coração kkkkkkkkkkkkkkkkkkk     ------  COMPARTILHE 	1
1281	Após derrotar Dilma, Henrique Alves liga para cumprimentá-la pela reeleição  	1
1282	Economia & Negócios já saiu!  Graças a  economia produtividade	0
1283	Economia Jornal de Negócios - 2017-06-07 .twitter.com/5TIvLxgywK	0
1284	colocou sim  	1
1285	Governo de SP notifica donos de 408 milcarros por atraso no IPVA  economia	0
1286	Que lindo volver a la rutina Ironía	1
1287	"http://t.co/SNdTSF5e Por enquanto, a melhor notícia pra depois do ""fim do mundo"" #rock #Uol89FM"	1
1288	Curtindo muito meu final de semana... Só que não! buscofem cólica nofilter TPM  dor pain… 	1
1289	Cumprimentei toda a força supreme e conhecia dois sons ahah 	1
1290	 Somos 40 milhões rsssss 	1
1291	Só lembrando que não tenho que passar boa inpreção pra ninguém, não sou inpresora	1
1292	 mais uma vez o r7 me deixando bem informado! Parabéns! 	1
1293	Como é lindo ver a arte! hipocrisia  PovoCego… 	1
1294	 Oh, mas eles são pessoas de bem, é claro que nunca vão precisar saber de nada disso...	1
1295	M'encanta la manera en la que escomençen els meus nadals. ! 	1
1296	Schweinsteiger chorando dessa forma, até lembrou o choro dos 20 jogadores q saíram do Corinthians !!! 	1
1297	 vc tem que ter consciência antes dessas declarações desnecessárias hahahahah  menosmimimi maisfutebol	1
1298	Como assim minha timeline do Facebook não reflete a grande sociedade brasileira e suas classes em seu total? Estou chocado. 	1
1299	esse aderiu aquela piada do limpa fossa kkk  	1
1300	Me emocionei com a declaração de Eduardo Cunha... Ele com a voz embargada e jurando ser um santo. Mas não fala nada sobre o FGTS. 	1
1301	Respeito pelos funcionários.  orgulhodeserpucsp obrigadafundasp 	1
1302	Segredos para casamentos de sonhos tem encontro no Shreraton Salvador Economia 	0
1303	opinião |  Líder do PT na Câmara afirma que solução para economia é oposto que prega . 	0
1304	Reembolsos fiscais aumentam défice em 314 milhões de euros  economia portugal irs	0
1305	Amo tudo isso	1
1306	olha se eu pudesse eu trocava viu, mas como nao posso fico cm esse bosta msm :) 	1
1307	La camicia di forza...posso averla havaiana? satira	1
1308	teve negada a prestação das contas de campanha! mas ele ñ esta no BBB pelo $  	1
1309	TEM UM GRINGO NA MINHA CASA  ai se fosse vdd nem perderia tmp no twitter  Corria no insta e postava oq tava acontecendo ironico 	1
1310	Valentino,retirate.  Ironía ¿Estais tontos o que?	1
1311	  todo momento falando de loja e o canal faz de desentendido, ótimo atendimento o seus 	1
1312	 ai tenho que arranjar um marcador para a minha colecção!  As vítimas podem esperar :/	1
1313	É  tão bonitinhos esses meninos pagando de cachaceiro ....   	1
1314	Um judeu a ajudar os Alemães 	1
1315	O que é a inflação? Economia	0
1316	boatarde, um pouco de  pra uma semana longa! 	1
1317	 ne? nao merecia isso 	1
1318	Rússia restringe importação de produtoras de carne brasileiras  economia	0
1319	O Bahia caiu por culpa do presidente, segundo avaliação de parte da imprensa. O Vitória naufragou, mas p/ culpa da gravidade. 	1
1320	J&F procura bancos para vender Alpargatas, Eldorado e Vigor  Economia 	0
1321	Acabei de ganhar, mas não posso... Snif ... Troco por pé de alface!!! Kakakakakakakakakaka 	1
1322	O padre ta of pra mim...             Tou tao triste que ate choro!!! Ah ah ah....     ...	1
1323	Economia: Toyota fará recall do Corolla para trocar cinto traseiro  	0
1324	ai que querida <3 	1
1325	Camino Mordor ganazas 	1
1326	Continuemos a destruir a indústria e o comércio... economia geringonça  via 	0
1327	Vou postar junto a hashtag  pq com certeza vai ter gente que não vai entender... 	1
1328	Movimentonegro e feminista fazendo censura por causa de opinião? É coisa da sua cabeça  	1
1329	Promoção assim só o Carnaúba faz! Aproveite nossas ofertas de fim de semana :D oferta promocao economia... 	0
1330	Adoro ser a segunda opção dispensável de alguém :-\  	1
1331	...mas pela a falta de habilidade e aptidão da presidente Dilma. <- E eu que pensava que a culpa era do FHC. 	1
1332	  sua neh, Anterito?! Ronaldo Nazário não tem condições morais pra falar nada contra seus comparsas!! É muita hipocrisia!	1
1333	Acho que vou por  quando estiver sendo irônico, e brincadeira quando estiver brincando, porque tá difícil kkkk	1
1334	faltou o  aí. hahahaha xDEu não adoro quando isso acontece. =X	1
1335	Muito ruim não poder ser racista livremente, onde está a liberdade de expressão desse coitado desse rapaz? 	1
1336	Não PRECISA DE LIBERAÇÃO DO MONTERREY basta o Vitória n devolver o ITC que a transferência é Nacional. JeitinhoCBF	1
1337	"sstvi Elisabete vai á chapa com os seus dois amores"""""	1
1338	Sábias palavras! Maceio Alagoas Recife Brasilia  Risos CurteAi Politics… 	1
1339	Tarde divertidisima me espera historia meencanta  yopuedo diassinvidasocial empiezanya… 	1
1340	Na SIC Not. estão a dizer que as desigualdades são culpa do Reagan e Thatcher. narrativas 	1
1341	Parabéns São Paulo, vocês fizeram uma escolha fantástica. Ele é realmente incrível, um prefeito nota 10.  	1
1342	Não acredito. O governo do Paraná é do psdb e não faz coisa errada.  	1
1343	NEm sei que ta aconteceno nesse Brasil, e o povo falando que a dilma saiu? qual vai ser a diferença ? Sem  serio..	1
1344	estudar ate o natal! como eu amo esse IF 	1
1345	machismo é maneiro msm. Só mulher pode ser objeto. O inverso é viadagem.  	1
1346	  a propaganda  da Samarco não provoca   	1
1347	Exite o(a) corno(a) ateu vc avisa avisa mas só acredita vendo kkkkkk 	1
1348	La meua bona sort  	1
1349	Foi um maquiador da globo que foi lá fazer isso pra ela fazer vídeo e se sair de coitada 	1
1350	“: Lava-Jato: Collor e Lindbergh Farias estão juntos na lista de Janot.   	1
1351	Vou começar o ano com a stora mais que querida da escola  	1
1352	RTUOLNoticias: Fazenda: decisão da S&P reflete aumento da incerteza relacionada a crise política  EconomiaTimBeta…	0
1353	"É tanto radar novo e investimento em tecnologia, que daqui a pouco teremos que absurdamente"" andar na velocidade que a lei manda. """	1
1354	Para que saúde e educação não é mesmo .	1
1355	Amanhã vão estar -4°, que bom! 	1
1356	Todos aqueles que odeiam Pepe por não ser Português estão agora preocupados por ele não ter treinado? 	1
1357	temos de usar tags do género   hiperbole e por aí fora...	1
1358	. MOMENTS BOMDIA POLÍTICA ECONOMIA LAVAJATO BRASIL  'Se quiserem, me derrubem', diz Temer a jornal	0
1359	só não vou sair hj pq não quero beber , e como não tenho motivos nenhum pra isso (  ) , melhor não ir ..	1
1360	Golpe da Veja,agressão a petistas,boca d urna tucana,boato sobre morte do doleiro.Aécio tem razão: essa eleição está mto suja, né? 	1
1361	Atacar politicos em aeroportos é estimulá-los a usar jatinhos de empresários, um absurdo! 	1
1362	   uau, que novidade ! 	1
1363	Se me conheces à 2 dias o problema é teu 	1
1364	Economia e Capitalismo: IBGE: PIB cresce 1% no primeiro trimestre de 2017....  PIB QueJunho economia Brasil	0
1365	Mas quem sabe das coisas é o , incompetentes são dos dirigentes do Grêmio   	1
1366	ele é tão bom, mas tão bom que os demais times brigam pra contratá-lo  paz	1
1367	+ de 49% d economia ThermaProHardcore Integralmédica Compare preços d suplementos e economize d verdade!	0
1368	Dica de Leitura.Estudo Aprimoramento Conhecimento Economia 	0
1369	 Com fé em deus, um dia vou ver a kefera, e vou abraçar ela tao forte, ate ela ficar magra.	1
1370	uhum  'regram beniciobarbudoIsso basta beniciobarbudo  friends amigos bff… 	1
1371	passei frio dia todo, peguei a blusa, tô com calor 	1
1372	Base aliada já planeja o pós-Temer   Temer Politica impeachment Economia mercados market stocks  China Dolar	0
1373	"Mirando Stand Up"" sentados..  (?"""	1
1374	-Da quando sei a Cortina?-D'Ampezzo!Buon2015!  amicamia persempre sapevatelo	1
1375	Sexta, fim do mundo, tem @_zecaetano  no Rosário - foi?! @gisawdias @samara_ancheta	1
1376	Claro que daria (). O Flamengo foi flagrantemente favorecido pela arbitragem na rubensliga, vide o jogo contra o bacalhau na TG.	1
1377	nem eu paneleiro  	1
1378	 Coerente. Quem prendeu os presidentes petralhas na CF esse ano ñ poderia homenagear cantora comunista.  	1
1379	"Toda vez q a Dilma fala do PMDB visualizo um   "" . Ela só não fala, mas pensa , certeza !"""	1
1380	clara_postal: Colagem e croquis!  moda croqui arte laboratório criatividade   UCS Campos 8 	1
1381	Gesner Oliveira: Informação em prol da concorrência é (quase) tudo que o consumidor quer  Economia	0
1382	Economia.País tem um milhão a mais de desempregados em três meses 	0
1383	Como o mercado cria empregos, e como o estado os destróiTrabalho Emprego Desemprego CLT Economia Brasil	0
1384	Qual é o segredo da Austrália para crescer por mais de 25 anos sem recessão economia sociedade	0
1385	   será MESMO q tem indústria da multa em SP ? Será q tem meta mesmo, ein  e ? 	1
1386	- pessoas que pensam que têm confianças quando não tem é outro nível lol 	1
1387	A direita se manifestando em defesa da democracia, e pedindo impeachment pq seu candidato ñ ganhou.tendi  mimimi	1
1388	O negócio é trabalhar para poder comprar café e tomar seee der tempo.   	1
1389	"Saber que nos EUA a campanha presidencial está empatada me dá um sentimento de pelo menos não estamos sós no retrocesso"" """	1
1390	: gente sin pareja dando consejos de pareja.	1
1391	Muito boa, a refinada  do Constantino em relação ao TicoSantaCruz  Rs  via 	1
1392	 Acho que faltou a hashtag  na hora.	1
1393	Estou com o coraçãozinho parrido!  Jornal JornalVS VS… 	1
1394	O que falar dessas chapas do DCE que super expõem suas propostas ao invés de brigar e que claro, são super apartidárias 	1
1395	redução da maioridade penal sim! O bandido q chuta a própria mãe aos 6 meses d gestação, q arque c/ as consequências e vá p/ cadeia. 	1
1396	Melhor dia de sempre 	1
1397	O rapaz de Hermano mayor de hoxe é Dios. Non comprendo que precise ter terapia. Está totalmente adaptado á sociedade 	1
1398	Vocês que não entendem  e , saiam do twitter e migrem para o chorume book, ops, digo facebbook.	1
1399	tem muita gente chata nas redes socias, cheios de críticas mimimimi! E quem não quer receber crítica não faça nada 	1
1400	  com continues aixina de cendrós acabe el sandwitx i me'n torne a casa  Anem! Un abraç!	1
1401	Ufa! Ainda bem, né????  	1
1402	Diário ♔DAVINIANAS   já saiu!  Graças a    uol economia	0
1403	Tateane é libertária 	1
1404	Hoje parece que vai ser uma daqueles casos fáceis...  SVUBR	1
1405	foi um delito sem importância né???   (sempre bom avisar)	1
1406	RT : SPFC pareceu o PT: querendo enganar o juiz. 	1
1407	 não percebeu a  kkk	1
1408	Amizade colorida........ Não sei nem o que é isso  	1
1409	nao foi o fim do mundo mas chegou perto... 41graus marcou meu carro ontem em POA!!! http://t.co/Frf6CQiR	1
1410	Economía/ Motor.-  ALD  Automotive compra  BBVA AutoRenting	0
1411	Presidente  fala agora sobre cortes feitos no próprio governo e a PEC do teto dos gastos públicos p/ recuperação da economia.	0
1412	"..alcançando um patamar de 825 milhões de dólares”. ComércioExterior Economia Pernambuco"""	0
1413	Bandidaaaaaaa puxa pelos cabelos ()	1
1414	 galero	1
1415	Grandissima UBIbanca!!   risate LapoElkann	1
1416	Indice de empresas sostenibles (DJSI)  ade negocios economia 	0
1417	 imagina, que isso? Ele é o melhor sqn 	1
1418	Nós não precisamos de investimentos Mr. Obama. Afinal estamos todos empregados. Inclusive eu.    	1
1419	Muito triste ter que colocar a tag  num tweet. Ma não dá pra facilitar né?	1
1420	Muito compreensiva, ela!Saiba mais sobre ironia em:  	1
1421	aiaiaiaia verás como corre el Javi 	1
1422	O que tem de bom hoje?  economia	0
1423	 precisa da hashtag  msm?	1
1424	 MEU DEUS, É O CAOS NO COLORADO 	1
1425	Leilão prevê envio de 22,4 mil toneladas de milho para o Nordeste  economia	0
1426	Que coisa... ela deveria ter aceitado a invasão sem reagir.  	1
1427	 Mas aí seria muita afronta à família brasileira. 	1
1428	 te amo tanto kkk..	1
1429	Acordando numa segunda chuvosa e fria na Bahia ! Só pode ser brincadeira. Ou ironia do destino.  segunda monday bahia boracomecar	1
1430	eu sei :) 	1
1431	":  é eu querer cuidar de vc, se não consigo cuidar nem de mim"""""	1
1432	Fantastico ainda ouviria o especialista Fernando Holiday p falar dos beneficios da volta da escravidão 	1
1433	Êta mundo bom em Monica...  A Sapucaí foi boa? Estamos curiosos até agora videoshowaovivo 	1
1434	"É hora do Brasil refletir se presidencialismo é realmente o melhor, diz professor de Stanford"" economia feedly"""	0
1435	"A tragédia principal da minha vida é, como todas astragédias, uma ironia do Destino."" desassossego """	1
1436	3 dicas para impulsionar seu negóciosem alto investimento  economia	0
1437	É uma das maiores desgraças da nossa legislação trabalhista! SalárioMínimo economia discriminação	0
1438	Status: Alterando minha definição para ENCANTO.  	1
1439	Il mio ricordo e di  e grinta! Ciao wondy	1
1440	"Publicidade Infantil caiu no ENEM,o q fiz foitrabalho infantil"".Com isso infere-se q essa gente q elabora essas prova são pedófilo """	1
1441	 esqueci de colocar 	1
1442	O meu padrinho é a pessoa q mais gosta do dia da mãe 	1
1443	 Que grande MERDA! Valeu Brasil! Valeu presidente! 	1
1444	Prefeitura assina contrato com Banco Interamericano de ... .Veja mais detalhes no site.   Economia Notícias	0
