text	prediction
Eu e a Bruna não damos espiga nenhuma a mexer no movel  	1
Pichar é intervenção? Isso não tinha outro nome não? É como chamar roubo de subtração de bem supérfluo p/apaziguar a luta de classes 	1
RT @FrasesdaKefera: Para você que acredita em ''fim do mundo''. Está sim, é uma verdade. O inferno está na terra, tanta violência... http://t.co/jyT5o6jj	1
Tudo nas coxa, de qualquer jeito tá bom.. nossa, como eu amo! 	1
GVT LIXO pior e a atendente jurar que a minha velocidade esta chegando correta haha GVT  LIXO	1
MaquinaDaFama nossa, elas estavam tao iguais a Fifth Harmony!! 	1
Meu Deus, quer dizer que o Serra recebeu dinheiro de caixa 2? Só falta agora o santo Alckmin e o Aécio terem recebido. Que decepção 	1
Curioso né como essas pessoas do nada resolveram se preocupar com a criação de novos personagens pra representar minorias ()	1
parabéns ao EsporteInterativo por transmitir Leicester x Porto !!!! jogo de dois times que tem muita tradição !! 	1
Vou desperdiçar alguns minutos dos meus dias lendo livros. Será que vai valer a pena.. 	1
Pra ser sabor Jackson tinha que ser caipira! Huehue  	1
OBRIGADA A ESSA RAPARIGA DA MINHA TURMA QUE ME FUDEU A VIDA ! OBRIGADA !  .	1
Gênio. Por isso o cara é considerado um mártir mesmo. () 	1
   aham e.e 	1
---Eu Te Amo ---Parabéns pelo bom gosto kkk :p  sem o que fazer haha	1
a culpa de tudo o que aconteceu na selecção foi do Eliseu 	1
 campeonato espanhol seria muito melhor se dividido em 6 grupos e mata-mata final 	1
Uma das maravilhas que só a humanidade nos proporciona: Pra q ouvir defesa, se vc já pode ir condenando antes?! infâmia  fato	1
"feminista pra mim é desocupada"", ""mulher de grelho duro"". Não, não foi o  que falou isso. Foi teu ídolo luladrão """	1
     aixo si que no te preu 	1
O quê?! A Rússia em 1°? Não acredito... lol   	1
"Saudade do cê cara, cê ta sumido"" Então, eu ainda moro no mesmo lugar, meu celular ainda é o mesmo, e-mail tb não mudou...  ta teno!"""	1
Agora vai!  Como alguém bem perguntou: e se o presidente for envolvido vai se auto afastar? 	1
Esse negócio de pontos corridos é muito sem emoção... 	1
Terceira ou quarta morte esdrúxula de personagem importante nessa série. Deve ser culpa do PT... TWD6naFOX 	1
Eu gosto do twitter porque as pessoa entende sarcasmo sem precisar de hashtag indicativa hashtag 	1
quem diria que a carta capital recebia dinheiro do governo kkkkkk 	1
Engraçado que toda vez que postam imagens das tais feministas livres com os seios de fora é sempre uma modelo super magra e loira. 	1
Saudades Lulinha. 	1
  Nós percebemos a tua felicidade no sábado passado  Haha	1
Marquinhos Santos no Vasco promete levar o Fumagalli, Boquita e o Maxi Pardalzinho kkkkkkk ~~	1
 quer disser que Polícia de São Paulo bate em manifestantes. Estou surpreso! 	1
coloca assim 	1
Saudade de um AI5 ..  velhochico	1
 aguardando sua assinatura no requerimento pelo FimDoForoPrivilegiado.  GreveGeral	1
Agradeçam às feministas. Sempre fazendo um belo trabalho para a sociedade. 	1
"RT : Festa? Estreia da arena vira 'vida ou morte'. Entenda:  Obrigado Paulo Nobre! """	1
Um saco de risadas hein  tomaraquecaia Tomaraqueacabe 	1
Pq eu não sou obrigada   ironic ironica boatarde goodafternoon selfie… 	1
Indústria cresce em abril em apenas 5 dos 14 estados ... .Veja mais detalhes no site.   Economia Notícias	0
Jogo tá tão ruim que o   decidiu  fechar o teto para tirar a atenção  do jogo.   tamo de olho! 	1
Como eu vou justificar meu preconceito?  Gente, prestenção. Terrorismo tem a ver com o modo com que vc enxerga o mundo.	1
 é se o ventilador inventar de quebrar nesse calor!	1
Não importa se a natureza está sendo prejudicada... O importante é estar limpo,  neah?!?!   	1
FGTS | Mais de 2 mil agências da Caixa abrem para saque da conta inativa economia - 	0
É  o cachorro ta dormindo a essa hora,e eu morta de cansada acordada! pqp atireipedranacruz	1
RT @imgiordana: Foda-se chuva, foda-se fim do mundo, to só por essa ceva :)	1
Quando o toy story está acima do laranja mecânica no imbd...  até acho a lista deles boa	1
Amanhã sair às 18h outra vez, vai saber mesmo bem ... 	1
dá tempo ainda de utilizar a desculpa do fim do mundo pra saquear a apple o zaffari e afins né?????????????????????????	1
Viajar ouvindo meu estilo de musica favorito (sertanejo) de fato não tem preço  ironicapacas porrajamelão	1
... Camisinha Jontex, fabricada pelo maior fabricante de fraldas infantis.	1
Plegar a les 22h i començar un altre cop a les 6h... bonavida asisi joderjoder 	1
Não discuto, apenas explico porque to certa 	1
Favre demorou apenas uma hora para corrigir o time. Nem está tão tarde, ainda dá para empatar. 	1
A minuta da crise   economía 	0
  Dupla de zaga é Juan caindoosdentes e Paulão Bike!!!!   	1
SATA regressa a níveis positivos de EBITDA em 2016  açores economia	0
Ótima hora pra faltar energia 	1
EuAmoAsFériasPq - Tenho que estudar para os exames- Não posso ver televisão- Tenho episódios em atraso	1
A iniciativa é valida, mas o ideal era que não fosse necessária, pois checar informação é o mínimo do mínimo. Pensei que fosse praxe 	1
no japão já é sexta mané e cada o fim do mundo??? aah só valeu!!	1
Marco, realmente você terá que colocar  em cada post desse tipo 	1
Economia Moscovici: Portugal merece ser visto com outros olhos pelas agências de rating  Em 	0
Matam um cão faz-se uma petição com milhares de assinaturas. Cortam o pescoço a dezenas de homens mudam de canal para não verem. 	1
 visto q agora tá mega fácil mudar o que a CF dispõe, né? Fiquei mto triste com essa decisão do STF!  triste bizarro	1
Eu simplesmente amo o fato das pessoas me tratarem mal sem motivo nenhum 	1
BoaNoite trabalhar amanhã  o coisa Boa -> {IRONÍA OBVIO} ♡	1
 Obama vai atacar o Brasil... Kkkkk 	1
A solução do país estaria Seguramente nos comentadeiros de direita que enxameiam as televisões. Sabem tudo de tudo 	1
Que pena, está a chover... 	1
Deve ser uma vida muito difícil realmente! 	1
Chegamos no limite humano ne... onde vc pra mostrar q foi irônico tem q escrever  se nao da briga rs	1
Repost ・・・Ironía (Vídeo Oficial) - Próximamente mexicocity mexico 	1
Até a NASA falando do RS.RS melhor em tudo. 	1
quem te mandou andar a estás horas na rua? 	1
Dívida pública federal sobe pelo terceiro mês seguido em abril  Economia	0
Político raiz sabe as tretas que deve entrar, vê de longe a probabilidade de dar merda. 	1
Investimento: juros e gastos de capital de costas voltadas  Economia 	0
Falta de educação com as pessoas no entorno, tem um homem e uma mulher quase subindo na mesa de tanto se beijarem. 	1
Crise? Que crise? Brasil fecha 118.776 vagas em março, maior perda em 25 anos -  	1
Adoro ser ignorada não aja dúvida  	1
...a gente se vê no dia 5 de Junho! Inscreva-se em  bicicletanacidade economia… 	0
 vc entende , né? rsrs	1
Quando eu tava muuuito a fim de dar pro Izaack ele tava cheio de mimimi, agora que perdi um pouco o interesse ele vem com as ideias 	1
 os progressistas falam imenso, ninguém gosta de um fala-barato, que faz barulho e incomoda. É natural. 	1
"A TN é sempre isenta. Desde os anos 1960. Hehehe... Fez história seu jornalismo político"". Chatô q o diga.  """	1
  de nino mimado a sem sítio em menos de 1 ano. Como Madrid valoriza seus jogadores jovens 	1
O mercado está petado eh!!! ironía	1
Rodeada por gente motivadora  quebom  	1
Bom dia ! Alteração nas datas do curso sobre Ironia na   lizfere	1
Me encanta  dormir 4h :) 	1
Quase um milhão roubado por brasileiro. corrupção  RT : Repito a denúncia e vou dormir: 	1
Deixemos claro certas coisas...  	1
"Epa o que mais adoro é mesmo quando me chamam lampiona"" """	1
que baixar a maioridade penal para 10 anos, pra pegar esses marginais? (nunca é demais, mas: ) 	1
¿Cortada? ¡Nooooooo!  Goya2016	1
   O melhor comentário de uma filósofa carioca para esta notícia. Que orgulho! 	1
Sono, obrigada por me fazer companhia durante o dia e me abandonar durante a noite. 	1
"Gente.... segundo episódio do masterchef a tal blogueira cristã... contou história,  eu pergunto deus é glorificado naquilo?"" """	1
Hoje foi o dia da verdade, descobri todos os podres... Por isso não queria que eu viesse pra Barcelos rs... 	1
A Índia continua a ser a economia com maior crescimento 	0
É poow, concerteza...	1
Uma benção  ( Unimed in Belém, PA) 	1
o datashow e suas visualidades. até parece q antes dele não tinha nada. tinha? 	1
Que vergonha, viraremos Cuba.  	1
S&P coloca rating do Brasil em observação para possível rebaixamento  Economia	0
"Futebol bom mesmo é o BR que é TOP!"" futebol de qualidade """	1
Governo estadual reúne embaixadores  Embaixadores MarconiPerillo GovernodeGoiás Goiás Economia 	0
"Os profs são: Não gosto de atrasos"". Mas depois chegam sempre atrasados.. """	1
Super fácil o procedimento para atualizar o PJE da Justiça do Trabalho.Acessível para todos os advogados. 	1
Isto cada dia que passa está a ficar engraçado ta 	1
 PT chama todo brasileiro de preguiçoso e vagabundo no seu novo comercial. Só esqueceu q sua cúpula está na papuda. 	1
Lentejas para este frio   	1
Foi tao fixe ter ficado em casa 	1
Quem nunca bebeu e saiu por aí esquartejando as pessoas, né?  	1
Economia.Preço de medicamentos sobe acima da inflação: confira como economizar 	0
Rede Walmart investe R$ 100 milhões em Pernambuco  walmart pernambuco economia 	0
Só 17 pessoas??? Que vergonha Mylla!!  	1
"Falta de Pau Ribas. Por mirar."" EuroBasket2015 Arbitrosimparciales """	1
Ser diferente! cocochanel frases tarotdaliagaelle canarias sololaveedad amor trabajo Economia suerte twitter destino tu mismo	0
Saiba como reduzir as despesas do seu negócio em   Curitiba Coworking Economia 	0
a culpa é atribuída a PTistas, que exerceram 2 mandatos desde a redemocratização, contra 4 do PMDB ForaPMDB  	1
Para quem sempre investiu muito em marketing, essa foi uma grande inovação!  vale samarco 	1
Eu não acredito, eu tenho certeza da DERROTA.. 	1
 o que!!??!!?? Mais um guerreiro do povo brasileiro indiciado! É golpe de mais!! 	1
é só interpretar certinho...  	1
Quando o placar estiver decidido, vai ter musiquinha da vitória e o Brasil Sil Sil sillll?	1
Economia.STF fixa limite para indenização por extravio de bagagem e atraso em voo internacional 	0
Aham! Não existiam roubos antes deles em SP. 	1
 Não é mesmo?! _whatsapp  ironico series instagram brasil boatarde amo adoro olhaela ela teen…	1
eu sou otimaa nisso, a serio	1
engracado e que eu so sua vo e so mais nova  humor	1
  parabéns pelo excelente comentário 	1
Que divertida es Isa  GalaSV10	1
Boa tarde cretinos de todas as direitas de Portugal. 	1
A atividade de amanhã ser super interessante 	1
Ela não é espaçosa não,viu  paidemenina PMSoficial Pezinho 	1
 é que to vendo um ep. de  e ta passando um assunto sobre isso	1
Só gente boa nessa foto!  	1
Ipora depois do carnaval vai ter um aumento de população... Kkkkkk 	1
 adoro pitas que ficam ofendidas com piadolas e deixam de te seguir 	1
PROTESTE pelo seu reembolso de ICMS  protestepeloseureembolsodeICMS Cidadania Economia Imposto ICMS Proteste	0
Toda feminista é mal amada e nem todo homem é um estuprador em potencial. 	1
Bom dia, pra qm jura q ñ vai mais falar em fim do mundo! Hj eh sextaaaa, sera q alguem lembra disso?! Kkkk	1
 ah que isso, cara, ele é muito tranquilo para se estressar 	1
"MALDITOS REFUGIADOS""!!! ironía"""	1
Me amarro nas pessoas falsas... São elas que fazem minha fama alimentar 	1
Demanda por voos domésticos cresce 3,2% em abril, revela Abear  economia	0
 Próximamente Ironía (Vídeo Oficial) de  Tercer sencillo de CamaIncendiada. 	1
Senado aprova MP que libera saque das contas inativas do FGTS  Economia 	0
fazer tpc´s para a seguir estudar hst yey q fixe 	1
 kkkkkk Não fala mal do David Guetta q eu soco sua cara Rafinha, sou maior do q vc!!!  ahuahuahauhauahuahuahau	1
Bando de petralhas gayzistas feminazis comunistas esquerdeopatas anarquistas!   	1
parece o Grêmio 	1
Os 2,8% do PIB explicados em quatro slides  Economia 	0
Parabéns Brasil! Sempre batendo records...   	1
Censura? Imagina, estamos em pleno século XXI!  	1
Quando cheguei a Montemor, gozavam comigo por montar a cavalo, agora toda a gente anda na equitação 	1
Economía | Empresarios de Amcham anuncian evento continental	0
Mercado dos Lavradores transformado por dentro e por fora  destaque economia madeira	0
Feliz desayuno  felizsabado sabadete  humor 	1
  não segurança não já é demais kkkk 	1
Dunga deve estar xingando Pablo Escobar neste momento, o grande culpado pelo sucesso de Tite. BRAxURU 	1
Ao meu ver, foi uma  que a Janaina Paschoal fez com relação a cena teatral de Dilma Rousseff ontem.	1
Tá muito bom assistir os jogos dos outros times. Obrigado Mano Menezes e companhia, pela comodidade!  	1
Ganso entrou pra jogar hoje??? Alguém viu??? SPFC ()	1
Empresa quer ser Airbnb de garagem e armazém para guardar carros e móveis  economia feedly	0
" fui obrigada a rir da história da ciclista que chamou o juiz de Toro ou alguma coisa assim, é tanto nome ne?"" """	1
Salve nosso futuro rei Aécio! Lutando pela democracia, n vai sobrar nenhum pó do PT (óbvio) 	1
Com medo dessa virose...  vai que esse vírus é resistente aos antibióticos!Hehehehehehe.  TemQueAvisar... 	1
"Qndo o machista pede replay do discurso de ódio pq não viu"" machismo: ele não está te oprimindo"""	1
É uma excelente maneira de começar o dia e dá logo aquela moral. Not. 	1
 O Haddad tem a coragem de colocar ciclovias na cidade, extremamente necessário para nós paulistas 	1
Corred a comprarlo antes de que se agote! Ironía 	1
  Uau sou les masses, segur q teniu un gran suport i q feu feina d base dia a dia. 	1
Quero agradecer aos que preferiram dar um estádio para o Corinthians do que investir na infra do Morumbi pra copa. Valeu mesmo 	1
É um saco quando ligo no  para assistir 6 minutos de propaganda e aí começa 3 minutos de programa... 	1
 nossa que coisa difícil. 	1
 Ou seja, bem melhor mata-mata. Favorece os times mais organizados e sem problemas de gestão. 	1
Eu queria muito ser belo, recatado e do lar.   piada	1
Tá explicado a chuva em São Paulo, a Emilly que mandou, pq o SOL não pode ofuscar o seu brilho. 	1
Olha o comunista safado aí, questionando o núcleo de Curitiba  	1
Rafinha elogiou naldo falando que ele cantava muito e ele acreditou pqp 	1
  Vai. É que o Temer não pode acumular a Presidência e a Vice.  :-P	1
Por certo o meu anterior tweet era pura ironía.	1
Será que dá pra investir na base no UFC no Brasil?? 	1
Um dia depois do fim do mundo!!	1
Uai... Mas não era Justiça Seletiva?  󾆐 TchauQuerido 	1
  Eu acho uma sacanagem demitirem um treinador que só não foi campeão pq o campeonato estava manchado...	1
"Ê relaxa a PM só estava protegendo o cidadão"" o vídeo e a prova. """	1
 para presidente da ABJ - Associação Brasileira de Jornalismo, para o fim do bairrismo na imprensa!! 	1
 vai usar logística da Brasil Kirin Via :  -   sustentabilidade logistica economia	0
  eu não sou assim tão burro	1
 choveu, caiu. Ainda bem que nunca aconteceu aqui em casa  Omundoedosnets net	1
 certamente umas aulas de hip hop e artesanato teriam regenerado eles!! 	1
Economia.Crianças ficam mais pobres, e desemprego entre jovens passa de 30% 	0
Receita abre consulta a primeiro lote de restituição do IR deste ano economia  via 	0
Fica aqui a sugestão para anunciar isso logo. O mercado espera sinais.  	1
Receita abre nesta quinta consultaao 1º lote de restituição do IR  economia	0
Colocaram ácido ascórbico (Vitamina C) na carne podre. Bom... pelo menos não teremos escorbuto. 	1
 era  mesmo hihihihi	1
mas pronto,continuemos por aqui distraídos com novelas e futebol e mais alguns discursos políticos bonitos e ninguém dá por nada... 	1
A matemática não tem ideologias. In math we trust! Economia 	0
Que ganas de ir a particular 	1
Quando a nossa crítica subir caia numa boa ... 	1
": ninguém me entende"" """	1
 JÁ  JAJÁ    JÁ que graciosa eres ironía	1
Foi só o Moro vir pro RS que passou a agir com mais clareza? rsmelhoremtudo 	1
Que tola, essa ironia, que faz com que um amante do Amor não tenha a oportunidade de viver um romance verdadeiro.Love  vida	1
mais honesto não há!! 	1
Se fosse à duas semanas, vinha ter comigo.Agora? Agora passa por mim e nao diz nada.  ta a dar o bar dapraia haha xD	1
Amo a Mana  LatinGrammyTNT 	1
Subasta para Dicom cerró con 18 mil 55 posturasEconomía 	0
Azul quer operar voos diretos entre Ribeirão Preto e Rio de Janeiro  economia  via 	0
RT @gil_quevedo: Porra, @IgrejaUniversaI !!! “@e_band: ONU nega venda de passagens de arca para sobreviver ao fim do mundo http://t.co/IJ59LYRc”	1
cinismo é uma coisa maravilhosa nao é mesmo? 	1
"Se vc,s me virem por ai supostamente não sou"" """	1
ué... cadê a Dilma???... 	1
"Que lugar ótimo"" pra gata dormir.... fantásticomundodeDercyGonçalves  folgada instacat """	1
  Malditos marxistas!!! muahahahahaha ironía	1
Economia Já há dois milhões de carros elétricos em todo o mundo  Em 	0
la em 2006 a gente achava  que ia ser assim pedir uma pizza? .... privacidade porra. falar isso no facebook 	1
Dia dos Namorados deve injetar R$ 11,5 bi na economia, dizem entidades  economia	0
Yeay, agora a minha mãe está por todas as redes sociais uiQueBom  obv fds	1
Oposição pressiona e governo adia calendário da reforma…  NoticiasBrasilDOL Economia RBATV BrasilUrgentePA	0
Olha a ditadura petralha aí gente: Globo muda nome de personagem de Tony RAMOS pra não desagradar Lulinha    	1
tou com a replica da camisa da seleção da união soviética de 1892 e é produzida pela adidas heheheh  liberalismo mises likes4likes	1
Quando é que acaba o inverno? (, eu sei que nem começou ainda essa josca)	1
Tanta gente no Twitter meu deus 	1
Reforma trabalhista segue no Senado; ... .Veja mais detalhes no site.   Brasil Economia NotíciasEmDestaque	0
É... Veja onde sua honestidade te levou companheiro! 	1
Dia na fazenda nelore friboi cupin geneticaboa geneticaanimal top  	1
Pq o porta dos fundos nunca fala mal do PT, só do PSDB (2)  	1
Isso mesmo, Lucas. É por isso que o médico do Flamengo foi para atestar que só contratará se o jogador estiver machucado. 	1
A Comissão decidiu sobre o PDE. Quais são os próximos passos?  Economia FinançasPúblicas Défice	0
 Que amor eres 	1
Derrubaram um perfume da boticário hoje na minha sala e todo mundo virou gay, foi horrível. Ignorância Conservadorismo Hipocrisia 	1
Minha turma e bue normal...por isso é que eu faço parte dela 	1
A volte viene, spesso se ne va. 	1
Tô numa dúvida, sabe?? 	1
GRUPO MINEIRO investe R$10 milhões em complexo de cinemas em Feira Economia 	0
Real Madrid não tomou nenhum gol do Santiago Bernabeu nessa Champions League. É fácil a tarefa do City. 	1
Desse jeito Carnaval meme memes  sorria rir sorrir imortal imortalidade… 	1
Bruxelas admite méritos da subida do salário mínimo para o crescimento  Economia	0
Coaf diz que Brasil é exemplo no combate à lavagem de dinheiroCorrupção Brasil Governo política  Sobral 	1
TÁ BOM ENTÃO EU COLOCO PAZ KKK  A PARTIR DE AGORA EM TODO TWEET Q EU QUISER TE ZOAR AÍ TU VAI ENTENDER	1
Já queroRepost ・・・diva divas humor piada  sarcastica ironica  recalque in…	1
 sim, foi isso que o Povo disse nas urnas. 	1
 Vamos ter de fazer um treino especial para proteger o Ti Quim não é a nossa área mas vá ele fica a dever-nos um favor 	1
Eu não preciso colocar a tag  no Tweet anterior, ne?	1
, que lindo! Acredito em cada palavra dita por ela e pelo Ministro.  é claro.E o Vaccari como fica? Dá pra acreditar numa palavra?	1
 que chulos!!!  	1
ô mundo, não precisava. obrigada, seu lindo.  	1
Não se vá...  AlinneIrônica AlinneRosa AR Singer Music Sucesso Bahia Brazil Humor … 	1
  É negros, tem? 	1
Acho que mereço elogiar a  hj. Pelo menos minha taxa de download ta em 12 kbps. bem abaixo, mas ta funcionando kkkk 	1
" adoro quando me respondem "" """	1
"Quando si dice l'importante è essere chiari""!satira  corvorosso corvorossomag democrazia """	1
"  pq esse é um jogo que reflete a vida"" e ele deveria lutar contra o povo dumal e não se reconectar com eles """	1
"Clicrbs:""Gracyanne fala sobre o fim do mundo e dispara: ""Ser humano tem fixação pelo mórbido"".// Falou uma pessoa que á casada com o Belo!"	1
Este pessoal da Polícia Federal fica investigando políticos e funcionários públicos que recebem PROPINA... inconvenientes 	1
: - Amo quando ele demora a responder..	1
Não, dizem que 4 técnicos no ano é o número ideal. Garantia de sucesso. sqn  pas	1
Sejamos a Indústria, Brasil!Dia 25/05.Dia da Indústria. diadaindustria revolução tecnologia economia brasil	0
A coisa mais idiota é o jogador dizer que fica sabendo pelas sondagens dos clubes pela imprensa. Que empresário ruim de serviço 	1
   é só eu que to achando o uniforme do  igual de presidiários?  QuemCopiouQuem	1
Portugal economia empreendedorismo Portugal entre os países mais inovadores. Saiba quais são os outros	0
Fico mesmo feliz que estejas feliz sem nós e que nem sequer te importes connosco...  	1
O agripino só pegou a propina por que se ele não pegasse algum filho da puta, ladrão e corrupto do PT pegaria. HomemBom exemplo 	1
Perfeito. Nossa, o Robert Liefeld pesquisou tudo isso pra criar, né? É mesmo um artista de mão cheia! 	1
noticias economia Baraka revende a Riu el EdificioEspaña tras comprarlo a Wanda 	0
Os 4 gols que o Walter levou do Cruzeiro foi culpa do Cássio! Os 4 gols que o Cássio levou do São Paulo, também foi culpa dele!! .	1
Curta FeinaCoop no     cooperativas negócios resultado economia congresso vemcooperar diadecampo	0
E tem que ficar sentada esperando perto de uma das pessoas mais adoráveis da firma 	1
 nadie se ha acordado 	1
 Obg Rosa !! Mas Mariza n faz fofoca kkkk tem 51 e é um amor de pessoa 	1
Nosso buscador encontrou o menor preço no AminoBCAATop integralmédica + d 57% d economia! suplementos TMJ	0
O que mais aparece  no canal Viva é gente que não tá mais viva. 	1
Economia: Produção de petróleo no Brasil cresce 10,9% em abril 	0
Bolsa sobe em dia de volume fracoe de olho no TSE  economia	0
 AGORA VAI 	1
Vou passar a por  aqui no saite porque a rapaziada é muito lenta pra perceber.....	1
Como te amor literatura ironía	1
Amo quando bom espirrar e mordo a língua. 	1
É precisamos do parlamentarismo proposto pelo Jaques Wagner  	1
Uai, mas o FHC? Fora PF!  	1
 ho sabia, merengue perdut  opotserno	1
Parabéns ao  que só contrata médicos com doutorado!  Em documento oficial não dá, né?! 	1
Não me manda sms mas está sempre a ver a minha história no snap tass 	1
Pior é isso acontecer no único dia que vc precisa acordar cedo.  ... O mundo tá de sacanagem!	1
Mais um dia que se inicia e o flamengo não caiu.. Difícil torcer pra esse time  flamengo amor paixao 	1
LT  . Vocês cansam-me	1
Gosto de ser recíproco,incluindo o amor dos meus inimigos!	1
Aproveita Corinthians.  	1
Amanhã o teste vai correr taooo bem 	1
É MUITA FELICIDADE 	1
Fico comovido com a gentileza do brasileiro!!!! 	1
ATAIDE CAIU! E VCS AÍ LIGANDO PRA LULA KKKK 	1
KKKKKKKKL é isso mesmo tamo brin cano humor  mauroengana	1
Come�a estudo para re�so de �gua do esgoto ceara pecem agua cagece  economia via 	0
Temer anuncia novo presidente do BNDS .Veja mais detalhes no site.   Brasil Economia	0
"Ormai le volte che ho detto pazienza pensando a te sono infinite"".  di CaroMichele   """	1
 btw marca aí um dia p irmos às 4:30 da manhã sentarmo-nos em frente da linha de comboio durante 1h	1
BRASIL 247 PAGO PELO GOVERNO DO PT COM PROPINA? SÉRIO? ESTOU CHOCADA! sqn  	1
Mas tu é poderoso pra crl hein ??? MANDOU e o time todo obedeceu.  	1
Economia Banco central dos EUA multa Deutsche Bank em 41 milhões de dólares  Em 	0
Produção industrial avança 0,6% no melhor abril desde 2013   Economia...........................	0
O brasileiro é um povo muito falastrão/provocador e não faz nada, e tem coragem ainda de reclamar que os argentinos agem assim. 	1
Prooonto. Depois de uma hora esperando, agora só faltam 46 pessoas na minha frente! :) 	1
Já engordei só de pensar! Kkkkkkkk  AlinneIrônica AlinneRosa Alinnismo Humor  Gordices… 	1
A Nintendo saindo do Brasil e os caras reclamando de passagem de ônibus? Por favor né, QUERO MEU NINTENDO MAIS BARATO VoltaNintendo 	1
45 minutos para o fim do mundo kkkkkkkkkkkkkk	1
Motéis têm limusine e helicóptero e parcelam Dia dos Namorados em 3 vezes  economia feedly	0
Adoro ficar/me sentir sozinha. 	1
Então pode beber e dirigir.  	1
O reporter Jorge Pontual falando no Jornal da Globo. O audio dele está atrasado. 	1
RT @pedromartins700: Bah, cade o fim do mundo ???	1
Estoque de crédito no Brasil cai em abril, aponta BC   Economia	0
Retweeted MonaDorf ():Falei outro dia, aqui, da necessidade de colocar a , pra ficar claro a... 	1
Meu olho é super GRANDE tbm ne 	1
hoje nao foi o fim do mundo,mas foi o dia mais chato da minha vida :( afff que cu :(	1
O ISIS, é um grupo democrático. Não fazem diferenciação entre o gay, o ateu, o protestante e etc. Matam esses do mesmo jeito! 	1
A Cracolândia sob a ótica do Direito Comercial e da Economia – existe solução? saudepublica drogas seguranca	0
Economia Termina no dia 30 deste mês o prazo para o saque do abono salarial ano-base 2015. 	0
Tra l'  e la verità 	1
Como mola dormir 4 horas. Ironía	1
Economia.Poupança tem primeiro resultado positivo no ano, de R$ 292 milhões em maio 	0
Correios tem ótimo atendimento 	1
Sob ameaça de cassação, Temer vincula alta do PIB ao seu governo  economia	0
A minha vontade de ir a Valença quinta está cada vez maior 	1
Que pena! Ironía 	1
Comissão discute cota para mulheres em empresas  economia	0
 Não existe Flapress, é coisa da nossa imaginação clubística. 	1
Noticia velha...  	1
"Ñ é como aconteceu, mas o porque aconteceu reação. Algo que não farei: Calar a minha cabeça""!!!  pensante autocritica evolução"""	1
Um pouco de ironia não faz mal a ninguém. serprofessor  NelsonRodrigues fikdik 	1
Descubriendo a  a través de post de  creatividad humor  	1
O Nobel da literatura ficou sem palavras.  	1
Valeu, Dr.Gilvan! Obrigado Benecy! Parabéns Valdir Barbosa! Vocês estão  fazendo  um ótimo trabalho. 	1
faltou eu colocar um , eu acho. As reticências não foram suficiente pelo visto.	1
"Parabéns aos envolvidos nesta palhaçada.  MP proíbe blocos de pré-carnaval nas ruas de bairros de SLZ"" """	1
Respeito ao meio-ambiente é regra para a presidente!  	1
"vocês querem time bom, mas querem pagar apenas 10 pounds ? A conta não fecha.""   """	1
Inadimplência em Curitiba cai 1,5% em abril economia Curitiba	0
Nada mais feliz do que acordar com cólica num domingo de folga  	1
Hormonas, os amo 	1
O playboyzinho na manifestação contra o gov e contra corrupção mas usa carteirinha falsa pra pagar meia entradFamiliaMarinhonoHSBC	1
Mal posso esperar para queimar o suado dinheiro que nem tenho!   	1
Um terrorista islâmico? Não, jamais eles nem fazem esse tipo de coisa.  kkk 	1
Na política, de genuino só o José!!! 	1
EconomiaConfartigianato incontra il sindaco Alessandro Volpi	0
Chegando cansado do trabalho, tudo que eu quero agora é.... TOMAR UM MATTEVITON!  VoltaUnimed Flu	1
O Inafune cria um bom megaman a internet massacra, a Konami cria um DayZ de metal gear e nada? Qualé gente?  Cade o ódio gratuito? 	1
Vamos procurar aonde está escrito isso???   	1
Que dia maravilhoso q eu passei... 	1
Melhor aula de sempre  história seca	1
Construtora participa do festival da casa própria do ES com mais de 900 imóveis  notícias Economia 	0
"Família é uma coisa linda  --"";;;#ironia;564460468358901760"""	1
Eles trabalham ainda melhor quando é para massacrar servidor que nem tem previsão de receber salário. Ufa...  	1
¿Os acordaís de esto? Lessons Learned About Lawyers  elnuevoparquet, bolsa,economía, forex, remember, oldpost	0
Que lindo, mandaram pintar as faixas de pedestre do centro q estavam gastas. Super apoio!Agora só falta encher as UTI de medico. :)	1
Vim numa dermatologista que a recepcionista é tão simpática  que nunca mais volto.	1
Quero meu Flamengo de volta. Volta dívida. Volta perrengue. Volta sufoco. Volta Parquinho. Volta passado. 	1
   vouchorar merda do insta	1
Fundo de R$ 50 milhões para impulsionar sul capixaba. FundodeDesenvolvimento Economia SuldoES	0
"RT @FrasesdaKefera: ""Nossa ninguém postou sobre a sexta-feira chegar logo, é porque é o fim do mundo"". NINGUÉM POSTOU, PORQUE ESTÃO DE FÉRIAS, IMBECIL!"	1
O que tá com te sendo?  sopraavisar	1
Seus LGBTfobicos cantando musicas daquela cantora LGBTfobica, Avril Lavigne. Lê a letra de sk8ter boy. LGBTFOBIA! 	1
Irritações na SicRadical perfeito! actualidade  humor	1
Economia Número de desempregados registados nos centros de emprego cai quase 20% em…  Em 	0
Tão legal quando você sente a preocupação das pessoas 	1
New post: IQ OPTION MELHOR CORRETORA! PORQUÊ?| FOREX e OPÇÕES BINÁRIAS  RedistribuciónDeRiqueza Economía Web	0
Adoro quando um curso é interrompido por uma discussão completamente aleatória. 	1
Economia: Mais de 1,8 milhão ainda não sacou abono salarial de 2015 	0
