text,prediction,pred_gpt4o
"Galera, queria dizer que estou com celular. Quem quiser conversar pode chamar! Valew naofuiroubado ninguemfalacomigo boanoite ",1,ironia
"Procure entender, eu amo você..."" MusicaNova """,1,n_ironia
"Olha ai, o mundo girando e a gente se esbarrando outra vez ... "" NovaDeles Foda  """,1,ironia
mais uma benção para o Brasil do  Deputado Cunha e sua bancada   ,1,ironia
Kkkkkkkkkkkkkkkkkk. Os caras levaram a sério o comentário.  minha gente.,1,ironia
"Por que, migo? É tão fancy colocar palavras aleatórias in english no meio da sentence! ",1,ironia
Presidente do BNDES pede demissão a Michel Temer  economia,0,n_ironia
"Crise pode atrasar reforma da Previdência, diz Meirelles  economia",0,n_ironia
E pensar que tem gente que engravida de zoas e se mutila em clínica clandestina só pq quer...  contraoaborto,1,ironia
Temer poderia convidar a Joice Hasselmann pra apresentadora na NBR...,1,ironia
Porque São Paulo deve privilegiar quem tem carro...  Sampa Santo Doria Aumento vergonha,1,ironia
"Com a  jogando mal assim, enfraquece o esquema brasileiro de pão e circo. Prevejo panelaços em breve politica  futebol",1,ironia
Serio que o Brasil antes do PT e da Dilma era chamado de Finlândia???,1,ironia
"Seu filho quer ser preto, aaaaaaaaaaaaaaaaaaaah, que  BomDia… ",1,ironia
"Nunca mais te vais aborrecer""  '-'""",1,ironia
Olha... matéria com aquele cantor sertanejo que ninguém conhecia... o  né? fantastico ,1,ironia
"Economia Estamos a caminho de uma consolidação duradoura""  Em """,0,n_ironia
Injustiça Mesmo é Minha Mãe Ter Olhos Verdes 󾆐 E Eu Não 󾆴󾍔󾬎 kkk  Do Destino,1,ironia
Tenho muito orgulho de pais.  ,1,ironia
“:  Sobre polícia e futebol qualquer leigo se acha técnico. Obrigado pela interação.”Servindo e protegendo com amor.,1,ironia
 verdade! Disse tudo!  Muito poeta!! Lindo post!!  ,1,ironia
"Dólar sobe e volta a encostar em R$ 3,25  Economia ",0,n_ironia
Impressão minha ou o Augusto Cury está com tudo?  literatura Brasil  Aeroporto Afonso… ,1,n_ironia
"É muita feiinha, pela gracinha de Deus!  multiplica Senhor   ",1,ironia
"Futuro presidente do Brasil, orgulho   ",1,ironia
Viana abre mais de 100 vagas em cursos profissionalizantes gratuitos  notícias Economia ,0,n_ironia
Adoro o empenho das pessoas à arte e a novos projectos...  merdapraistotudo,1,ironia
Humor: é a crise econômica estampada na moeda!  ~ quanta graça... ,1,ironia
Eu nem queria ter o UFC agora mesmo... ,1,ironia
Será ? ,1,n_ironia
" Crise pode atrasar reforma da Previdência, diz Meirelles a investidores - Economia Governo JBS Temer",0,n_ironia
Economia: Fitch mantém Brasil abaixo do grau de investimento ,0,n_ironia
agora vai hein!!temqueexplicartudo,1,ironia
Dona do restaurante Griletto compra rede de lanchonete Croassonho  notícias Economia ,0,n_ironia
 e Wedding.... la Sposa e le aue Pazze amiche 󾌳 ,1,n_ironia
"calma cara, nem classificou ainda... ",1,n_ironia
Governo libera R$ 100 milhões em créditos de ICMS para investimentos Economia governo libera investimentos...,0,n_ironia
"Sim, pq ate custa mandar uma msg a dizer um simples ola"" """,1,ironia
"O tempo parece ta passando cada dia mais rápido; mundão girando cada vez mais rápido: isso explica Pq ultimamente to tão tonto"" """,1,ironia
" ainda não aprendeste que os animais são mais importantes que as pessoas, porque as pessoas não prestam! ",1,ironia
Ja dizia aquele velho deitado.  belohorizonte minasgerais brasil deolhoemvoces… ,1,n_ironia
Que notícia mas interesante no?  ,1,ironia
"Ela disse pra mim ""Seja uma bom rapaz, pratique algum esporte, tenha bons ideais"" afinal de contas O FIM DO MUNDO não é nenhum fim do mundo.",1,ironia
"Feirão da casa própria da  termina com R$ 10,2 bilhões em negócios  Economia ",0,n_ironia
   já encheu o saco. Vamos falar do penteado dos jogadores..... ,1,ironia
Gazeta da Cidadania já saiu!  Graças a   economia cidades,0,n_ironia
ficar esperando é tao legal *-*  ,1,ironia
ForçaDonaMarisa pq se dependesse do SUS..  coxinha ,1,ironia
"Gordo, tu ta como flaco. ironía.",1,ironia
"Obrigado google maps, por informar que CG x S.Gonçalo são 3:19 hrs de viagem; enquanto levei 1:45 hrs e cheguei 2:45hrs adiantado. ",1,ironia
“Mundo Marca Açores”em exibição nos Estados Unidos da América  economia mundomarcaaçores,0,n_ironia
Venha conferir o mais novo episódio do Financast. Hoje entenderemos a Inflação Economia Podcast  .twitter.com/ArI1GnVKuK,0,n_ironia
Economía Dicom arrancará esta semana  ,0,n_ironia
Economia em ritmo de crescimento? economia valor empresas .twitter.com/5yGFP8Bz4W,0,n_ironia
"DataFolha: 10 pessoas em Brasília, 100 no Rio de Janeiro, 250 em São Paulo. Fracasso total! ",1,ironia
A esquerda populista deve estar feliz da vida vendo policiais sendo mortos no RiodeJaneiro  Intervenção ,1,ironia
Portugal economia Moscovici: saída do Défice Excessivo é muito boa notícia para economia portuguesa ,0,n_ironia
tomando muito ultimamente  noku upalele lol lmao ironica  nocu tomando ultimamente… ,1,n_ironia
Mulher denuncia agressão e delegado pergunta se ela 'não caiu da escada  Denúncia Mulher Agressão ,1,ironia
 PQ TIPO O CAPS ON JÁ MOSTRA QUE ESTOU CALMA ,1,ironia
"Minha Internet fica top, principalmente quando chove ",1,ironia
"Ora, ora... pq ele foi o pior presidente que já teve por aqui ",1,ironia
Nem se tivesse dez... Hahahaha AlinneIrônica AlinneRosa AR Singer Alinnismo Humor … ,1,ironia
E bem isso sono Bomdiaproces gooday solalmeida diva solironica instalike  solange… ,1,n_ironia
Aécio pergunta sobre a gripe e a Dilma responde sobre Ebola kkk tipo nd haver ,1,n_ironia
Está um calor esquisito ,1,n_ironia
"IPC-Fipe fecha o mês de maio com deflação de 0,05% em São Paulo  economia",0,n_ironia
"No manifesto de fundação do PT lia-se: “somos um Partido dos Trabalhadores, não um partido para iludir os trabalhadores”. vergonha",1,ironia
"Quem a criança vai chamar de pai?A que pedir DNA para pagar pensão, ué!FofocandoNoSBT ",1,ironia
 essa Comissão da Verdade revelou o que ninguém sabia. Legal.,1,ironia
Odio dormir,1,ironia
"Eu já disse, o time e bom não precisa contratar ninguém tá bom assim o elenco  ... selo ",1,ironia
eu aqui a esforçarme a tirar montes de 5 para no final receber prendas FANTÁSTICAS ,1,ironia
Opa' acorda ao ritmo de carnaval Happy nem gosto né ,1,ironia
 o realtá 5*,1,ironia
"o do x"" é moi bo para respectar a usabilidade das webs ()""",1,ironia
- Você ta com frio ?? 󾌠 não não to brincando de tremer FDP,1,ironia
 Realmente uma maravilha de país. Doidos são os cubanos que se atiram no mar em balsas precárias p/ fugir do paraíso! ,1,ironia
vendacasada voces nao vendem refrigerante a não ser no combo. Voces não sabiam?! ,1,ironia
Então agora a corrupção vai acabar.  ,1,ironia
Brasil em liquidação  brasil em  aquisições ibovespa o povo economia neila fontenele via ,0,n_ironia
RASCUNHOS do meu pensar is out!  Stories via  economia digital,0,n_ironia
Após 6 meses sem solução população nomeia de Henrique Fontana (famoso no IPTU) buraco na Sepé Tiaraju  ,1,ironia
Que pena que eu me esqueci de trazer as folhas de biologia! Agora não posso estudar  ,1,n_ironia
O slogan do Governo Federal deveria ser:  Dilma 2: saudando a mandioca. ,1,ironia
Porque as playlists funk do  só tocam música velha que não é funk? ,1,ironia
"Tá aí, Neymar melhor que Marta, aprende como faz seleção feminina. ",1,ironia
Viva o Comunismo!  ,1,n_ironia
 amiga,1,n_ironia
"Crescimento lento poderá deixar 6,5% da população global na pobreza extrema  economiaalemdeeconomia",0,n_ironia
AVidaMereceMais hashtags pois é isso que muda o mundo pessoas no Twitter pedindo paz  fodase,1,ironia
" Ela ainda tem 7% de aprovação nê, vai que dá! ",1,ironia
Ubi est Alcacer? Necesse sunt metae quas is convertit… ,1,n_ironia
Vamos fazer uma embate de beleza? Quais das lojas é a sua preferida?ganhedevolta cashback economia desconto... ,0,n_ironia
Governo fecha acordo para enviar nova MP do Refis ao Congresso  Economia,0,n_ironia
" cara, eu fiz uma brincadeira irônica. Não achei que alguém fosse levar a sério.Da próxima vez eu acrescento a tag ",1,n_ironia
Compartilhando a  ,1,n_ironia
isso só pode ser ,1,n_ironia
"Ainda bem que o whatsapp parou,não aguentava mais responder tantas mensagens ",1,ironia
Bom dia. Foda-se  ,1,ironia
 ironía dramática,1,n_ironia
"Lindo, o teste correu super bem ",1,ironia
Chapecoense parece o Corinthians jogando fora de casa. ,1,ironia
Tudo na maior tranquilidade. Ótimo!  ,1,ironia
"Que domingo para Palmeiras, Game of Thrones e Cleveland... perguntar não ofende, mas e se NBA fosse em pontos corridos?  knownothing",1,ironia
"A. Pereira marcou o empate, e ele deu condição pro segundo gol dos caras...  MundialSub20 fiquei acordado pra isso?",1,ironia
"Ho fem per educació""...  O_o  """,1,n_ironia
"Um dia que promete ser fantástico, sem dúvida.",1,ironia
"Ai, esses moços aí da f1 tudo ruim de roda. Na primeira corrida já bate. Af   alerta ",1,ironia
Na Venezuela alguém viu notícia de recontagem de votos ou fraude? ,1,ironia
Economia & Negócios já saiu!  economia notícias,0,n_ironia
"'Cobrar empresas que devem à Previdência não é tão simples', diz secretário  Politica Brasil Economia ",0,n_ironia
"ISSO é notícia relevante, não ela namorar uma moça. ..  dupla",1,ironia
"Adoro"" os bom dias de todos nos vários grupos do Whatsapp....  Onde esse pessoal arruma tanta imagem G-zuis??""",1,ironia
"  Sarney, Renan, Collor e Maluf são esquerdistas históricos, que lutaram contra o regime militar.  ",1,ironia
Essas musicas da Xuxa tocando na frente do escritório estão me dando animo para trabalhar ,1,ironia
"Se mulheres ganhassem o mesmo que homens, economia teria R$ 461 bi a mais:  direitos mulheres economia igualdade",0,n_ironia
Que volvemos a suiden uuoooou oo ou oooo  Eurovision2015,1,n_ironia
"Retweeted GEH ():Não acredito que aturei Val,Bruninho,Feijão, por que queriam jogar pra torcida, lamentável ",1,n_ironia
"amiga olha pra tras , voce deixou cair seu papel de trouxa  ironica like RetweeetPlease curti sigam tumblr  kkkk ",1,ironia
Seria cômico se não fosse trágico... Esse print mostra a ferocidade de um professor medo  ,1,ironia
será que estão disputando esse prêmio? Por isso estão apitando tão bem! ,1,ironia
Quero ver o sindicato dos bancários em vez de greve mendigar empregos! ,1,ironia
Tadinho do MENINO Neymar! Craque da seleção...   ,1,ironia
nem chegou ao país e já é PSDB ,1,ironia
OMC defende em Tóquio papel do livre-comércio como gerador de emprego  OMC Economia ,0,n_ironia
Entendo a revolta dos homens. Deve ser foda mesmo ter de um monte de privilégios e ainda assim uma mulher ser melhor que você. ,1,ironia
" Usaram saquinho, então nada mais justo que deixar pra que outro recolha... né?Que educação!  ",1,ironia
nota-se também que você não entendeu a ...,1,n_ironia
Manifestantes jogam lama no Congresso e são presos por 'crime ambiental'  crimeambiental ,1,ironia
"Trump anuncia construção de muro entre EUA e méxico"" Gente, já tem essa porra de muro e foi na gestão Clinton Ele só vai ampliar """,1,ironia
que ganaaaas de estudiiaar  ,1,ironia
KpopNoVPM VirgulaPontoMixtodos os títulos sao tipo super criativos Parabéns ,1,ironia
O importante é debater né  ,1,ironia
"Mercado financeiro reduz projeção deinflação para 3,92%, este ano  economia",0,n_ironia
Mais um corpo se vai e eu aqui apodrecendo aos poucos... ,1,ironia
"FOCUS 22/05/2017Selic em 11,25% projetada para o fim deste ano em 8,50%.Investidornews Economia FOCUS SELIC",0,n_ironia
Eu gostaria de agradecer ao grupo da minha sala que inventou de fazer monografia e ferrou com os outros grupos...Mto OBG!  SQN,1,ironia
"Taí uma verdade sobre a minha vida,   ️   frasesemfotos cult ",1,n_ironia
"Sobre ufeiros e Projeto Redsun: depois de forjar o pouso na Lua, Kubrik pediu férias e tivemos q ir de verdade p/ marte ",1,ironia
Assistir filme recém lançado online com cabeças na frente não tem preço! Rsrsrs  ,1,ironia
"  ah cara, deixa eles descansarem, lutaram até o fim! ",1,ironia
"É o seguinte : Já que o estádio foi doado, não continuem pagando. Pegue o dinheiro da renda dele e invista no clube. ",1,n_ironia
"Queria apoiar Bolsonaro2018mas eu tenho uma professora de sociologia de esquerda e acredito no que as midias  dizem, desculpa ",1,ironia
Viva o carnaval dos pijamas e filmes no snapchat Carnaval meme memes  sorria… ,1,n_ironia
 por que não Dilma e Lula? O povo iria adorar. ,1,ironia
" opaaaa amiga é pra isso , pra te incentivar mesmo que for na  kkkkkkkk",1,n_ironia
Marcado promissor de azeite leva o plantio de oliveiras no Sul de Minas economia agronegócio,0,n_ironia
"teve imensa piada rita, eu acordei bue feliz a rir-me e tudo xD saidecima",1,ironia
 (antes que alguém me pergunte se é vdd),1,n_ironia
“: Foi pênalti sim. Do mesmo jeito que são paulino é tri Mundial. ”,1,ironia
E agora que vamos fazer? Kkkkkkkkkkk  ,1,n_ironia
"Em 2013 por causa de 0,20 o povo foi pra ruas de BH, em 2015 o reajuste é de 0,40 e todo mundo vai ficar quietinho   ",1,ironia
 Da vida! ,1,n_ironia
  nem achei. ,1,ironia
Deixem os pobres coitados tomar conta da cidade. Pra que dar chance de tratamento para eles? Querem acabar com nosso cartão postal.  ,1,ironia
"To no ritmo de carnaval hahaha   Nova Era, Minas Gerais, Brazil ",1,n_ironia
Nossa deve ser horrivel mudar de casa e tipo encontrar um amiguinho no ap ,1,ironia
Ribamar tem uma dificuldade crônica de dominar a bola e finalizar. Seria um problema se ele fosse atacante. ,1,ironia
Tá bem o juiz hein??? Deve ter sido orientado pelo Noveletto... ,1,ironia
 que vaina chico ,1,n_ironia
Hai capito che brasileiro che c'avemo??!! mecojoni Eder  ITASVE ItaliaSvezia ita,1,ironia
Bendita memoria RAM de mi ordenador. ,1,ironia
aula de alemão uhuh esta aula é mmo fixe q vontade   ,1,ironia
Que coisa legal vir a outro país e pagar pra fazer sexo...,1,ironia
"Pq contratar uma equipe especializada para fazer o seu site ou sistema se, afinal, seu sobrinho manja muito de internet!  TI fail",1,ironia
Olha que cachorros lindos..  ,1,n_ironia
 fui informada que nada pode ser feito.... é essa a resposta...sendo que me ligaram hj me parabenizando por ser cliente...,1,ironia
Feliz dia... happy vdc BoaTarde cochilando sunday domingo domingodesol  like live… ,1,'n_ironia'
"Economia e Capitalismo: Enquanto vivemos no Brasil da corrupção infinita, ...  sextou Brasil USA labor economia",0,ironia
"Não é o aumento de verba que fortalecerá os partidos,  ?  2015parcelado",1,ironia
"RT @RealPBrito: Tomara que o fim do mundo nao seja aos 44 do segundo tempo, por favor...hahaha",1,ironia
"Jogou bola aérea na defesa do Corinthians é um terror desde o começo do ano, mas Tite não tem culpa de nada. ",1,ironia
 prazer,1,n_ironia
 realmente essa imposição da sociedade de ajudar a mãe quando ela tá com câncer é uma cagação de regras ,1,ironia
"Bolsa de Xangai abriu com queda de 0,23% finanças economia dinheiro",0,n_ironia
Adoro o facto de puder me levantar as seis e meia da manha todos os dias  !!,1,ironia
Enfim que enfim o STF faz algo em prol do povo!!! TaxaDeIncendio Imposto Economia ,0,ironia
"Acordar cedo, eeeeeita coisa boa -_- BomDia ",1,ironia
  notassa! ironía.,1,ironia
"A delicadeza  da   chega é bem excitante, é de se acabar de RI kkkkk",1,ironia
"bora criminalizar coreografia nos protestos, isso sim DescriminalizaSTF ",1,ironia
"hhahha, é só ",1,n_ironia
"Mesmo sem TAC, Telefônica Vivo manterá investimentos -  / economia negócios dinheiro telecom telefonica",0,n_ironia
Parece que pararam de falar na Lei Rouanet e na CPI da Lei Rouanet...Por que será? ,1,ironia
"a foto é ótima... deu para ver perfeitamente RT : Marcela, mulher de Temer",1,ironia
Economia Meirelles comemora IPCA baixo e destaca retomada do poder de compra ,0,n_ironia
"Mentir, às vezes é necessário... ",1,n_ironia
Petrobras faz acordo para retirar a Carioca Engenharia de lista suja  economia,0,n_ironia
"Hoje tem St. Louis Rams vs. Tennessee Titans, puta jogo, hein! Irônia NFL",1,ironia
Que bom que vc perguntou Nati   ,1,n_ironia
 SE ATRAPALHA NADA ISSO PROVA QUE A GLOBO TÁ POR TRAS DO GOLPE ,1,n_ironia
Economia: Receita abre consulta ao 1º lote de restituição do IR 2017 ,0,n_ironia
"Conheça as outras empresa dos irmãos Batista, da JBS  Economia",0,n_ironia
"Atletico mg cobra o corinthians por divida, mas não paga o GRÊMIO  por compra de Victor....",1,ironia
"Protógenes Queiroz foi preso por gravar conversa de Presidente do Brasil e divulgar na imprensa,  parcialidade",1,ironia
Eu feliz porque apanhei uma molha  ,1,ironia
É guerra???? É sério que o perfil oficial do clube está fazendo apologia à violência???? hipocrisia  Botafogo PreLibertadores,1,n_ironia
Qie giro parti o vidro do meu telemovel que fixee  ,1,ironia
 Meu país é o SulRISOS,1,n_ironia
felypenery: InovacaoTecnolo: Brasil não pode se contentar apenas com agroindústria -  - Tecnologia Economia TimB…,0,n_ironia
Cenário internacional favorece novos negócios da UE com o Brasil  economia,0,n_ironia
"Després d'escoltar a Reguant a l'anotador, em quedo més tranquil ",1,ironia
Essa minha internet hj tá uma maravilha em ,1,ironia
Desculpe por ter os filhos mais lindos do mundo sorry sorrymesmo  estousarcastica  quemnaoentendeumaironianaoestapreparado,1,ironia
 Te falta el Ironía.,1,ironia
twitter mola  PocoQueHacer,1,n_ironia
Alguém já fez a piada do Jesus fazendo gol no Fábio? ,1,n_ironia
Adoro esses programas de causos que passam a tarde inteira enrolando pra ter um desfecho já à noite no finalzinho. ,1,ironia
Há conversas tão interessantes ,1,n_ironia
¿Es momento comprar oro?  Mercados Economia,0,n_ironia
"Primeiramente, boa noite!! Rs AlinneIrônica AlinneRosa Alinnistas Alinnismo Humor  BoaNoite ",1,n_ironia
"Hoje será dia encontrar os garotos kiwis"": peludos por fora e frutinhas por dentro. """,1,ironia
"Olha, tô comovido msm com a dificuldade dos homens em assumir os filhos. Ainda bem q tem a mulher ali pra assumir né, então td bem. ",1,ironia
"O Drama,  o Horror...  a !!"" """,1,ironia
"FatoseVersoes Tudo é culpa do PT! ... Cadê os outros partidos envolvidos? Sabemos que o PT governou por 13 anos, mas fez pactos tbm",1,ironia
"_Não se preocupe, quando sua paciência pra Falsidade e  acabar, vão dizer que está ignorante, metido(a),... ",1,ironia
Economía: Wall Street Journal ve reducido tráfico tras bloquear a usuarios de Google ,0,n_ironia
caca? no.super mafia Collboni super guai ,1,n_ironia
Estudo revela os 5 países onde o desemprego mais vai crescer  economia,0,n_ironia
Aulas de história ministradas por professores esquerdalhas!!! Assim é fácil doutrinar uma geração! ,1,ironia
Imagina a Hayley fazendo o clipe 'Grow Up' kkkkkkMTVStars Paramore,1,n_ironia
sempre desconfiei que era ela a sua fave  no BBB  ,1,n_ironia
Que calor no? ,1,n_ironia
Esqueci de usar a hashtag  e estou pagando o preço.,1,ironia
A roma er venerdi ..... lo pensiamo spesso....  roma ,1,n_ironia
"A Seleção Brasileira está com a imunidade baixa"", jargão médico. """,1,ironia
Bater panelas não pode é GOLPE  mas talvez facões possa!! Há uma luz no fim do túnel. ,1,ironia
Aqui filho de presidente vira dono da Friboi. ..  ,1,ironia
"Caraca, que anúncio a INTZ fez em relação ao assunto hein, ninguém conseguiria imaginar o que eles falaram. Parabéns.  CBLoL",1,ironia
"Não porque não sou Influenciador Digital, nem do Flamengo, nem de coisa nenhuma...  ",1,ironia
Cheguei à conclusão q o Guerrero é de outro mundo. Consegue fz gol sem a bola chegar... ,1,ironia
Aiii pero que piolaa!! Ironía,1,n_ironia
Precarietà e :  la cura di Alessia per la crisi    via  italia,1,n_ironia
EconomiaDia dos Namorados: Serasa Experian recomenda ações para impulsionar as vendas do comércio online.Confira: ,0,n_ironia
Agora o engraçado é meu padrasto ficar reclamando disso agora. Ele é o primeiro a pegar um cabo de vassoura pra bater no cachorro. ,1,ironia
Tuitstar pero totalmente antisocial ,1,ironia
"Vocês sabiam que as pessoas matam por não ter Deus, o Todo Poderoso, no coração? ",1,n_ironia
União dos 3 Poderes  ,1,n_ironia
" claramente, lucas silva balon de oroHalaMadrid ",1,ironia
PQP... : Jornalismo top em (y)  ,1,ironia
Mas de una coisa eu tenho certeza: foi destino (Leia isso com voz de adolescente iludida) ,1,ironia
  ariano é uma merda mesmo kkkkk,1,ironia
A ABI vai criticar essa manipulação da Veja? ,1,ironia
é preciso não perturbar a atividade económica ,1,n_ironia
". Pq a gente não pode beber, não pode sair, não pode usar roupa de quer maneira"" Pq a gente não PODE VIVER.""",1,ironias
BCV convoca tercera subasta Dicom Economia Venezuela ,0,n_ironia
"Amizades verdadeiras são como dinheiro: todo mundo quer, mas poucos a tem!  GostoDisso dinheiro cofrinho economia créditos dinheiro",0,ironia
"além de emoticons, stickers, vamos mesmo ter que usar tags como  hellooowwww nãoquisteofender brincadeirinha qpobreza",1,ironia
"Economia, nel primo trimestre cresce il Pil ",0,n_ironia
"Ou será q pra ser garimpado"" pelo  precisa de alguma coisa além da competência ???????????????  !!""",1,ironia
  apenas. Ironía,1,n_ironia
Que divertido todo ,1,ironia
Quando era aluno nunca ficava para substituição na facul... agora como prof tenho q frequentar...  ideserveit,1,ironia
"Olha ques efeitos perfeitos, que roteiro, que história!!!!! Sharknado melhor filme ",1,ironia
VAI MONSTRO!   monstro academia frasedodia frases quote quotes humor ,1,n_ironia
Qual é o momento certo para fazer um MBA? | Ricardo Betti negocios economia dinheiro,0,n_ironia
Estudando... Sociologia foreva ,1,ironia
Confiança no setor do Turismo no nível mais alto de sempre  Economia,0,n_ironia
Zé de Gorete foi visto atravessando a rua apressado. JornalismoVerdade  RIPJornalismo,1,ironia
Calculo: Se eu recebesse 1 real de cada pinto que me mandam pela direct  já estaria rica  … ,1,ironia
munik ganhou poxa ngm sabia disso achavamo q cacau q ia ganha nossa ,1,ironia
"Queridos, queridos amigos... há coisas que não precisam vir com explicação ironia""... Qual a graça de  após uma tuitada ?!?!""",1,ironia
"Economia: Conta de luz pressiona inflação, diz FGV ",0,n_ironia
"  Se recontar SP, pode ser que Marina foi para 2º turno, não Aécio e Alckmin nem tenha sido eleito! ",1,ironia
esqueci de botar ,1,n_ironia
O meu dia estava a ser lindo e de repente ficou maravilhoso  ,1,ironia
" ou não?Porque tipo, quando tu tá no show, funciona. hahaha",1,n_ironia
"Doria vai lançar programa de recape. Vitrine é a Paulista. PQ LÁ O ASFALTO É MUITO RUIM, NÉ?  ¬¬",1,ironia
"Parabéns vc fez um gol no SPFC"" Que honraria!...  """,1,ironia
Ladrão também tem coração kkkkkkkkkkkkkkkkkkk     ------  COMPARTILHE ,1,ironia
"Após derrotar Dilma, Henrique Alves liga para cumprimentá-la pela reeleição  ",1,ironia
Economia & Negócios já saiu!  Graças a  economia produtividade,0,n_ironia
Economia Jornal de Negócios - 2017-06-07 .twitter.com/5TIvLxgywK,0,n_ironia
colocou sim  ,1,n_ironia
Governo de SP notifica donos de 408 milcarros por atraso no IPVA  economia,0,n_ironia
Que lindo volver a la rutina Ironía,1,ironia
"http://t.co/SNdTSF5e Por enquanto, a melhor notícia pra depois do ""fim do mundo"" #rock #Uol89FM",1,n_ironia
Curtindo muito meu final de semana... Só que não! buscofem cólica nofilter TPM  dor pain… ,1,ironia
Cumprimentei toda a força supreme e conhecia dois sons ahah ,1,ironia
 Somos 40 milhões rsssss ,1,ironia
"Só lembrando que não tenho que passar boa inpreção pra ninguém, não sou inpresora",1,ironia
 mais uma vez o r7 me deixando bem informado! Parabéns! ,1,ironia
Como é lindo ver a arte! hipocrisia  PovoCego… ,1,ironia
" Oh, mas eles são pessoas de bem, é claro que nunca vão precisar saber de nada disso...",1,ironia
M'encanta la manera en la que escomençen els meus nadals. ! ,1,n_ironia
"Schweinsteiger chorando dessa forma, até lembrou o choro dos 20 jogadores q saíram do Corinthians !!! ",1,ironia
 vc tem que ter consciência antes dessas declarações desnecessárias hahahahah  menosmimimi maisfutebol,1,ironia
Como assim minha timeline do Facebook não reflete a grande sociedade brasileira e suas classes em seu total? Estou chocado. ,1,ironia
esse aderiu aquela piada do limpa fossa kkk  ,1,ironia
Me emocionei com a declaração de Eduardo Cunha... Ele com a voz embargada e jurando ser um santo. Mas não fala nada sobre o FGTS. ,1,ironia
Respeito pelos funcionários.  orgulhodeserpucsp obrigadafundasp ,1,ironia
Segredos para casamentos de sonhos tem encontro no Shreraton Salvador Economia ,0,n_ironia
opinião |  Líder do PT na Câmara afirma que solução para economia é oposto que prega . ,0,n_ironia
Reembolsos fiscais aumentam défice em 314 milhões de euros  economia portugal irs,0,n_ironia
Amo tudo isso,1,ironia
"olha se eu pudesse eu trocava viu, mas como nao posso fico cm esse bosta msm :) ",1,ironia
La camicia di forza...posso averla havaiana? satira,1,ironia
teve negada a prestação das contas de campanha! mas ele ñ esta no BBB pelo $  ,1,ironia
TEM UM GRINGO NA MINHA CASA  ai se fosse vdd nem perderia tmp no twitter  Corria no insta e postava oq tava acontecendo ironico ,1,ironia
"Valentino,retirate.  Ironía ¿Estais tontos o que?",1,ironia
"  todo momento falando de loja e o canal faz de desentendido, ótimo atendimento o seus ",1,ironia
 ai tenho que arranjar um marcador para a minha colecção!  As vítimas podem esperar :/,1,ironia
É  tão bonitinhos esses meninos pagando de cachaceiro ....   ,1,ironia
Um judeu a ajudar os Alemães ,1,ironia
O que é a inflação? Economia,0,n_ironia
"boatarde, um pouco de  pra uma semana longa! ",1,n_ironia
 ne? nao merecia isso ,1,'n_ironia'
Rússia restringe importação de produtoras de carne brasileiras  economia,0,n_ironia
"O Bahia caiu por culpa do presidente, segundo avaliação de parte da imprensa. O Vitória naufragou, mas p/ culpa da gravidade. ",1,ironia
"J&F procura bancos para vender Alpargatas, Eldorado e Vigor  Economia ",0,n_ironia
"Acabei de ganhar, mas não posso... Snif ... Troco por pé de alface!!! Kakakakakakakakakaka ",1,ironia
O padre ta of pra mim...             Tou tao triste que ate choro!!! Ah ah ah....     ...,1,ironia
Economia: Toyota fará recall do Corolla para trocar cinto traseiro  ,0,n_ironia
ai que querida <3 ,1,n_ironia
Camino Mordor ganazas ,1,ironia
Continuemos a destruir a indústria e o comércio... economia geringonça  via ,0,ironia
Vou postar junto a hashtag  pq com certeza vai ter gente que não vai entender... ,1,ironia
Movimentonegro e feminista fazendo censura por causa de opinião? É coisa da sua cabeça  ,1,ironia
Promoção assim só o Carnaúba faz! Aproveite nossas ofertas de fim de semana :D oferta promocao economia... ,0,n_ironia
Adoro ser a segunda opção dispensável de alguém :-\  ,1,ironia
...mas pela a falta de habilidade e aptidão da presidente Dilma. <- E eu que pensava que a culpa era do FHC. ,1,ironia
"  sua neh, Anterito?! Ronaldo Nazário não tem condições morais pra falar nada contra seus comparsas!! É muita hipocrisia!",1,ironia
"Acho que vou por  quando estiver sendo irônico, e brincadeira quando estiver brincando, porque tá difícil kkkk",1,ironia
faltou o  aí. hahahaha xDEu não adoro quando isso acontece. =X,1,ironia
"Muito ruim não poder ser racista livremente, onde está a liberdade de expressão desse coitado desse rapaz? ",1,ironia
Não PRECISA DE LIBERAÇÃO DO MONTERREY basta o Vitória n devolver o ITC que a transferência é Nacional. JeitinhoCBF,1,ironia
"sstvi Elisabete vai á chapa com os seus dois amores""""",1,n_ironia
Sábias palavras! Maceio Alagoas Recife Brasilia  Risos CurteAi Politics… ,1,ironia
Tarde divertidisima me espera historia meencanta  yopuedo diassinvidasocial empiezanya… ,1,ironia
Na SIC Not. estão a dizer que as desigualdades são culpa do Reagan e Thatcher. narrativas ,1,n_ironia
"Parabéns São Paulo, vocês fizeram uma escolha fantástica. Ele é realmente incrível, um prefeito nota 10.  ",1,ironia
Não acredito. O governo do Paraná é do psdb e não faz coisa errada.  ,1,ironia
"NEm sei que ta aconteceno nesse Brasil, e o povo falando que a dilma saiu? qual vai ser a diferença ? Sem  serio..",1,ironia
estudar ate o natal! como eu amo esse IF ,1,ironia
machismo é maneiro msm. Só mulher pode ser objeto. O inverso é viadagem.  ,1,ironia
  a propaganda  da Samarco não provoca   ,1,ironia
